iter	Passed	Remaining
339	3574	1047893
340	3585	1047812
341	3592	1046828
342	3604	1047377
343	3617	1047895
344	3629	1048536
345	3642	1048995
346	3653	1049181
347	3664	1049456
348	3677	1050130
349	3686	1049521
350	3698	1050086
351	3709	1050265
352	3716	1049110
353	3728	1049534
354	3740	1049887
355	3752	1050200
356	3762	1050175
357	3770	1049307
358	3781	1049512
359	3788	1048570
360	3800	1049066
361	3811	1049182
362	3819	1048445
363	3831	1048675
364	3839	1047985
365	3849	1048003
366	3857	1047160
367	3868	1047399
368	3879	1047555
369	3886	1046635
370	3897	1046756
371	3905	1045885
372	3918	1046538
373	3930	1046948
374	3941	1047123
375	3949	1046399
376	3962	1046966
377	3973	1047267
378	3985	1047687
379	3996	1047666
380	4003	1046843
381	4015	1047269
382	4027	1047599
383	4038	1047557
384	4045	1046617
385	4057	1046998
386	4069	1047494
387	4080	1047706
388	4088	1046867
389	4100	1047360
390	4112	1047583
391	4119	1046647
392	4130	1046918
393	4138	1046309
394	4150	1046718
395	4163	1047231
396	4174	1047415
397	4182	1046608
398	4192	1046670
399	4200	1045841
400	4216	1047217
401	4224	1046529
402	4236	1047108
403	4250	1047770
404	4262	1048241
405	4270	1047618
406	4281	1047620
407	4289	1046996
408	4301	1047482
409	4315	1048181
410	4328	1048771
411	4340	1049227
412	4351	1049361
413	4358	1048414
414	4371	1048952
415	4394	1052046
416	4409	1052939
417	4419	1052824
418	4426	1051974
419	4438	1052253
420	4448	1052129
421	4455	1051240
422	4465	1051259
423	4474	1050893
424	4487	1051480
425	4499	1051627
426	4507	1051115
427	4520	1051726
428	4533	1052250
429	4546	1052746
430	4559	1053340
431	4572	1053835
432	4585	1054359
433	4596	1054613
434	4604	1053875
435	4615	1053972
436	4622	1053261
437	4635	1053697
438	4646	1053682
439	4653	1052891
440	4668	1053924
441	4680	1054322
442	4687	1053510
443	4701	1054124
444	4713	1054472
445	4726	1054989
446	4737	1055120
447	4745	1054444
448	4757	1054779
449	4764	1054058
450	4777	1054466
451	4789	1054921
452	4802	1055289
453	4814	1055623
454	4825	1055682
455	4832	1054924
456	4844	1055310
457	4853	1054950
458	4861	1054257
459	4873	1054685
460	4885	1054967
461	4898	1055368
462	4910	1055586
463	4921	1055850
464	4933	1055936
465	4940	1055214
466	4953	1055696
467	4966	1056146
468	4977	1056372
469	4984	1055564
470	4995	1055528
471	5002	1054788
472	5013	1054920
473	5021	1054292
474	5032	1054510
475	5044	1054723
476	5051	1054056
477	5064	1054523
478	5074	1054362
479	5081	1053570
480	5095	1054245
481	5105	1054118
482	5112	1053369
483	5124	1053677
484	5136	1053935
485	5149	1054467
486	5161	1054776
487	5172	1054713
488	5179	1053942
489	5194	1055008
490	5202	1054368
491	5213	1054514
492	5225	1054695
493	5236	1054834
494	5244	1054166
495	5255	1054259
496	5262	1053653
497	5275	1054104
498	5286	1054217
499	5300	1054823
500	5312	1054992
501	5319	1054348
502	5330	1054409
503	5337	1053717
504	5349	1053920
505	5362	1054327
506	5373	1054519
507	5383	1054436
508	5391	1053819
509	5402	1053931
510	5409	1053264
511	5423	1053934
512	5434	1053959
513	5444	1053829
514	5457	1054163
515	5467	1054091
516	5474	1053406
517	5485	1053584
518	5498	1053855
519	5509	1054080
520	5522	1054374
521	5534	1054697
522	5547	1055087
523	5559	1055324
524	5568	1055152
525	5576	1054559
526	5588	1054767
527	5600	1055191
528	5612	1055407
529	5620	1054843
530	5632	1055105
531	5648	1056023
532	5659	1056192
533	5667	1055702
534	5680	1056148
535	5693	1056488
536	5706	1057005
537	5718	1057108
538	5725	1056508
539	5737	1056851
540	5748	1056864
541	5756	1056258
542	5765	1055979
543	5772	1055271
544	5784	1055597
545	5795	1055652
546	5803	1055096
547	5811	1054607
548	5818	1054050
549	5829	1054108
550	5835	1053242
551	5846	1053286
552	5853	1052705
553	5865	1052859
554	5872	1052224
555	5885	1052605
556	5895	1052594
557	5903	1052077
558	5915	1052345
559	5923	1051861
560	5934	1051890
561	5941	1051258
562	5952	1051285
563	5960	1050839
564	5973	1051267
565	5984	1051408
566	5992	1050934
567	6004	1051040
568	6011	1050405
569	6022	1050628
570	6030	1050084
571	6045	1050868
572	6057	1051149
573	6068	1051211
574	6075	1050538
575	6087	1050700
576	6094	1050203
577	6107	1050521
578	6117	1050475
579	6124	1049896
580	6135	1049901
581	6146	1049934
582	6167	1051760
583	6179	1051990
584	6187	1051440
585	6201	1052112
586	6212	1052182
587	6219	1051594
588	6231	1051728
589	6238	1051209
590	6249	1051167
591	6256	1050574
592	6267	1050672
593	6274	1050110
594	6287	1050423
595	6299	1050612
596	6306	1050072
597	6319	1050408
598	6330	1050552
599	6338	1050033
600	6350	1050321
601	6359	1050032
602	6371	1050328
603	6382	1050369
604	6389	1049799
605	6402	1050136
606	6410	1049713
607	6424	1050159
608	6436	1050435
609	6447	1050490
610	6454	1049957
611	6466	1050107
612	6472	1049472
613	6484	1049585
614	6491	1049085
615	6504	1049440
616	6515	1049472
617	6522	1048908
618	6533	1048955
619	6540	1048413
620	6553	1048717
621	6565	1049009
622	6576	1048979
623	6582	1048356
624	6595	1048665
625	6607	1048848
626	6619	1049109
627	6631	1049408
628	6646	1049965
629	6664	1051198
630	6678	1051694
631	6689	1051734
632	6696	1051228
633	6709	1051540
634	6720	1051553
635	6727	1051009
636	6739	1051276
637	6750	1051371
638	6759	1051039
639	6770	1051068
640	6777	1050604
641	6789	1050744
642	6796	1050235
643	6808	1050467
644	6820	1050659
645	6834	1051081
646	6844	1051105
647	6853	1050738
648	6865	1050922
649	6872	1050404
650	6884	1050679
651	6895	1050732
652	6903	1050220
653	6915	1050438
654	6927	1050764
655	6938	1050813
656	6946	1050389
657	6957	1050363
658	6963	1049779
659	6974	1049785
660	6981	1049241
661	6991	1049174
662	6997	1048493
663	7008	1048531
664	7016	1048059
665	7028	1048346
666	7040	1048575
667	7051	1048540
668	7059	1048160
669	7071	1048415
670	7084	1048668
671	7096	1048936
672	7108	1049172
673	7121	1049439
674	7137	1050280
675	7153	1051071
676	7165	1051287
677	7172	1050775
678	7192	1052016
679	7206	1052525
680	7216	1052540
681	7224	1052124
682	7242	1053119
683	7254	1053328
684	7261	1052837
685	7272	1052866
686	7284	1053034
687	7300	1053859
688	7308	1053374
689	7319	1053456
690	7329	1053314
691	7348	1054521
692	7362	1055072
693	7376	1055505
694	7389	1055846
695	7403	1056290
696	7414	1056367
697	7423	1056135
698	7440	1056978
699	7449	1056721
700	7462	1057056
701	7477	1057644
702	7490	1058061
703	7502	1058237
704	7510	1057829
705	7526	1058534
706	7543	1059458
707	7550	1058960
708	7564	1059297
709	7582	1060342
710	7596	1060812
711	7607	1060897
712	7622	1061480
713	7641	1062529
714	7652	1062676
715	7665	1062927
716	7678	1063309
717	7692	1063636
718	7699	1063164
719	7711	1063292
720	7721	1063282
721	7734	1063515
722	7746	1063736
723	7757	1063711
724	7763	1063131
725	7775	1063184
726	7781	1062641
727	7795	1062992
728	7807	1063228
729	7818	1063235
730	7825	1062745
731	7838	1062982
732	7845	1062508
733	7857	1062623
734	7864	1062167
735	7875	1062183
736	7883	1061727
737	7895	1061925
738	7902	1061471
739	7913	1061496
740	7921	1061056
741	7931	1061011
742	7939	1060669
743	7952	1060872
744	7964	1061033
745	7977	1061340
746	7989	1061578
747	8004	1062101
748	8011	1061607
749	8023	1061749
750	8036	1062097
751	8048	1062289
752	8061	1062561
753	8072	1062566
754	8079	1062050
755	8091	1062204
756	8108	1063001
757	8120	1063196
758	8134	1063661
759	8142	1063253
760	8155	1063563
761	8168	1063766
762	8178	1063724
763	8186	1063386
764	8199	1063589
765	8209	1063557
766	8216	1063056
767	8228	1063194
768	8236	1062775
769	8247	1062854
770	8254	1062370
771	8265	1062455
772	8272	1061969
773	8284	1062021
774	8292	1061734
775	8303	1061765
776	8310	1061308
777	8322	1061375
778	8329	1060892
779	8342	1061150
780	8352	1061159
781	8360	1060779
782	8371	1060756
783	8378	1060336
784	8390	1060419
785	8397	1059936
786	8408	1059970
787	8417	1059731
788	8428	1059804
789	8435	1059369
790	8449	1059792
791	8462	1060094
792	8473	1060002
793	8480	1059569
794	8494	1059942
795	8504	1059904
796	8512	1059511
797	8523	1059588
798	8531	1059185
799	8543	1059397
800	8554	1059365
801	8560	1058845
802	8573	1059092
803	8585	1059294
804	8599	1059622
805	8612	1059929
806	8625	1060215
807	8636	1060198
808	8643	1059792
809	8654	1059799
810	8661	1059380
811	8676	1059834
812	8687	1059946
813	8698	1059932
814	8705	1059514
815	8718	1059714
816	8725	1059270
817	8737	1059375
818	8749	1059579
819	8760	1059616
820	8767	1059173
821	8781	1059467
822	8793	1059696
823	8805	1059867
824	8816	1059906
825	8824	1059465
826	8835	1059583
827	8848	1059863
828	8861	1060118
829	8875	1060516
830	8886	1060448
831	8893	1060022
832	8903	1059990
833	8911	1059572
834	8922	1059682
835	8934	1059822
836	8945	1059785
837	8952	1059409
838	8965	1059648
839	8977	1059741
840	8984	1059326
841	8995	1059306
842	9003	1058981
843	9014	1059061
844	9022	1058688
845	9034	1058816
846	9044	1058821
847	9052	1058443
848	9069	1059135
849	9077	1058845
850	9090	1059120
851	9098	1058799
852	9110	1058961
853	9123	1059169
854	9135	1059305
855	9146	1059322
856	9154	1059002
857	9164	1059010
858	9172	1058617
859	9184	1058829
860	9198	1059194
861	9212	1059513
862	9223	1059548
863	9232	1059298
864	9244	1059437
865	9252	1059215
866	9265	1059425
867	9273	1059111
868	9287	1059513
869	9301	1059789
870	9314	1060117
871	9329	1060573
872	9342	1060769
873	9353	1060873
874	9361	1060479
875	9372	1060506
876	9379	1060152
877	9393	1060430
878	9405	1060619
879	9418	1060811
880	9429	1060873
881	9437	1060517
882	9450	1060856
883	9463	1061046
884	9474	1061128
885	9482	1060776
886	9495	1061008
887	9507	1061134
888	9514	1060724
889	9525	1060804
890	9534	1060529
891	9547	1060807
892	9562	1061259
893	9569	1060836
894	9583	1061202
895	9591	1060876
896	9604	1061088
897	9616	1061264
898	9627	1061314
899	9638	1061312
900	9648	1061218
901	9660	1061362
902	9672	1061529
903	9683	1061520
904	9690	1061060
905	9702	1061213
906	9713	1061217
907	9720	1060850
908	9733	1061041
909	9743	1061024
910	9751	1060669
911	9766	1061096
912	9777	1061191
913	9786	1060933
914	9797	1060945
915	9804	1060585
916	9816	1060734
917	9829	1060907
918	9842	1061131
919	9855	1061358
920	9866	1061368
921	9879	1061695
922	9897	1062384
923	9911	1062765
924	9929	1063564
925	9939	1063434
926	9950	1063406
927	9957	1063010
928	9969	1063133
929	9980	1063233
930	9991	1063245
931	9999	1062857
932	10011	1063012
933	10022	1063048
934	10039	1063672
935	10052	1063935
936	10067	1064341
937	10078	1064371
938	10086	1064137
939	10100	1064372
940	10112	1064567
941	10124	1064630
942	10137	1064840
943	10148	1064906
944	10155	1064528
945	10170	1064882
946	10183	1065110
947	10196	1065411
948	10206	1065334
949	10213	1064862
950	10225	1064966
951	10237	1065112
952	10247	1065092
953	10254	1064692
954	10266	1064757
955	10274	1064456
956	10286	1064551
957	10293	1064144
958	10302	1063975
959	10310	1063715
960	10321	1063702
961	10329	1063380
962	10342	1063677
963	10352	1063580
964	10360	1063221
965	10372	1063417
966	10386	1063664
967	10396	1063635
968	10404	1063293
969	10415	1063350
970	10423	1063029
971	10434	1063112
972	10442	1062787
973	10451	1062636
974	10462	1062588
975	10473	1062651
976	10482	1062453
977	10494	1062531
978	10500	1062053
979	10513	1062303
980	10524	1062355
981	10533	1062087
982	10545	1062233
983	10558	1062426
984	10567	1062325
985	10581	1062554
986	10594	1062769
987	10606	1062934
988	10618	1063062
989	10631	1063264
990	10644	1063488
991	10657	1063729
992	10671	1064019
993	10682	1064025
994	10690	1063707
995	10701	1063792
996	10709	1063445
997	10721	1063552
998	10729	1063274
999	10741	1063365
1000	10750	1063267
1001	10764	1063491
1002	10776	1063624
1003	10788	1063797
1004	10799	1063807
1005	10806	1063438
1006	10819	1063607
1007	10831	1063697
1008	10842	1063733
1009	10850	1063424
1010	10860	1063374
1011	10868	1063071
1012	10878	1063042
1013	10886	1062695
1014	10898	1062875
1015	10911	1063090
1016	10922	1063116
1017	10930	1062788
1018	10943	1062954
1019	10953	1062946
1020	10962	1062756
1021	10973	1062787
1022	10981	1062507
1023	11013	1064476
1024	11024	1064584
1025	11033	1064327
1026	11045	1064426
1027	11052	1064082
1028	11065	1064338
1029	11078	1064542
1030	11090	1064567
1031	11097	1064270
1032	11109	1064325
1033	11116	1064002
1034	11129	1064182
1035	11141	1064285
1036	11148	1063923
1037	11161	1064151
1038	11172	1064147
1039	11180	1063913
1040	11197	1064433
1041	11212	1064805
1042	11220	1064542
1043	11232	1064651
1044	11239	1064351
1045	11252	1064520
1046	11268	1064975
1047	11279	1064998
1048	11287	1064723
1049	11299	1064798
1050	11307	1064570
1051	11320	1064746
1052	11331	1064753
1053	11337	1064296
1054	11350	1064518
1055	11361	1064566
1056	11368	1064220
1057	11381	1064407
1058	11394	1064567
1059	11407	1064795
1060	11420	1064933
1061	11430	1064864
1062	11442	1065027
1063	11450	1064695
1064	11463	1064943
1065	11476	1065107
1066	11490	1065378
1067	11504	1065680
1068	11517	1065871
1069	11531	1066216
1070	11544	1066377
1071	11557	1066538
1072	11570	1066722
1073	11580	1066656
1074	11588	1066425
1075	11602	1066659
1076	11615	1066923
1077	11627	1066946
1078	11635	1066714
1079	11646	1066731
1080	11654	1066463
1081	11665	1066470
1082	11672	1066120
1083	11685	1066287
1084	11698	1066468
1085	11710	1066614
1086	11722	1066707
1087	11735	1066882
1088	11745	1066855
1089	11754	1066600
1090	11766	1066732
1091	11777	1066764
1092	11785	1066527
1093	11797	1066587
1094	11805	1066360
1095	11817	1066411
1096	11828	1066401
1097	11835	1066058
1098	11848	1066272
1099	11861	1066428
1100	11873	1066561
1101	11880	1066200
1102	11893	1066368
1103	11905	1066462
1104	11913	1066262
1105	11921	1065929
1106	11932	1065968
1107	11946	1066240
1108	11957	1066250
1109	11975	1066908
1110	11987	1066976
1111	11994	1066643
1112	12007	1066797
1113	12024	1067401
1114	12038	1067666
1115	12057	1068345
1116	12071	1068607
1117	12083	1068701
1118	12094	1068733
1119	12111	1069269
1120	12128	1069828
1121	12143	1070150
1122	12164	1071014
1123	12183	1071797
1124	12202	1072490
1125	12215	1072631
1126	12228	1072799
1127	12239	1072856
1128	12248	1072634
1129	12262	1072885
1130	12274	1072978
1131	12286	1073131
1132	12299	1073241
1133	12309	1073155
1134	12316	1072839
1135	12326	1072782
1136	12334	1072497
1137	12346	1072555
1138	12354	1072311
1139	12365	1072348
1140	12376	1072344
1141	12383	1072001
1142	12395	1072118
1143	12403	1071818
1144	12418	1072169
1145	12431	1072332
1146	12451	1073143
1147	12467	1073542
1148	12477	1073479
1149	12494	1073995
1150	12509	1074323
1151	12522	1074512
1152	12535	1074638
1153	12543	1074400
1154	12555	1074471
1155	12562	1074164
1156	12585	1075172
1157	12604	1075836
1158	12615	1075906
1159	12630	1076221
1160	12642	1076323
1161	12653	1076289
1162	12661	1076035
1163	12674	1076237
1164	12686	1076262
1165	12695	1076116
1166	12713	1076673
1167	12726	1076907
1168	12743	1077362
1169	12755	1077493
1170	12763	1077216
1171	12774	1077215
1172	12786	1077273
1173	12800	1077516
1174	12814	1077745
1175	12826	1077877
1176	12839	1078052
1177	12847	1077799
1178	12860	1077945
1179	12872	1077990
1180	12880	1077733
1181	12891	1077779
1182	12900	1077605
1183	12912	1077648
1184	12920	1077386
1185	12949	1078892
1186	12958	1078761
1187	12973	1079034
1188	12980	1078704
1189	12993	1078885
1190	13003	1078822
1191	13015	1078924
1192	13027	1078927
1193	13034	1078625
1194	13047	1078817
1195	13056	1078657
1196	13065	1078443
1197	13075	1078408
1198	13083	1078149
1199	13096	1078299
1200	13109	1078409
1201	13122	1078628
1202	13136	1078869
1203	13143	1078534
1204	13156	1078659
1205	13167	1078626
1206	13182	1078988
1207	13202	1079729
1208	13220	1080292
1209	13234	1080529
1210	13257	1081480
1211	13272	1081790
1212	13293	1082663
1213	13309	1083018
1214	13321	1083063
1215	13334	1083281
1216	13346	1083317
1217	13353	1083023
1218	13364	1082987
1219	13379	1083260
1220	13392	1083442
1221	13401	1083266
1222	13409	1083019
1223	13421	1083100
1224	13429	1082819
1225	13440	1082838
1226	13447	1082553
1227	13459	1082560
1228	13467	1082380
1229	13485	1082887
1230	13498	1083058
1231	13512	1083279
1232	13533	1084105
1233	13557	1085083
1234	13571	1085310
1235	13591	1086017
1236	13612	1086793
1237	13627	1087136
1238	13636	1086977
1239	13652	1087319
1240	13660	1087073
1241	13671	1087124
1242	13683	1087173
1243	13692	1086963
1244	13705	1087113
1245	13715	1087027
1246	13723	1086775
1247	13736	1086909
1248	13748	1087044
1249	13761	1087185
1250	13772	1087138
1251	13780	1086866
1252	13791	1086876
1253	13798	1086534
1254	13810	1086621
1255	13821	1086623
1256	13827	1086199
1257	13836	1086050
1258	13843	1085753
1259	13855	1085794
1260	13862	1085445
1261	13873	1085438
1262	13880	1085127
1263	13899	1085756
1264	13906	1085385
1265	13916	1085359
1266	13924	1085112
1267	13937	1085267
1268	13948	1085240
1269	13957	1085030
1270	13968	1085057
1271	13975	1084762
1272	13989	1084931
1273	13998	1084773
1274	14005	1084481
1275	14018	1084589
1276	14029	1084601
1277	14037	1084345
1278	14048	1084344
1279	14055	1084064
1280	14069	1084284
1281	14090	1084987
1282	14107	1085453
1283	14122	1085798
1284	14140	1086253
1285	14153	1086395
1286	14165	1086523
1287	14181	1086872
1288	14198	1087286
1289	14209	1087324
1290	14217	1087083
1291	14230	1087214
1292	14241	1087157
1293	14248	1086879
1294	14260	1086965
1295	14273	1087067
1296	14286	1087195
1297	14296	1087160
1298	14304	1086899
1299	14316	1086985
1300	14326	1086842
1301	14335	1086696
1302	14345	1086645
1303	14353	1086391
1304	14364	1086375
1305	14371	1086056
1306	14383	1086107
1307	14391	1085850
1308	14401	1085815
1309	14409	1085525
1310	14421	1085618
1311	14428	1085339
1312	14440	1085358
1313	14448	1085108
1314	14462	1085334
1315	14474	1085436
1316	14485	1085409
1317	14493	1085160
1318	14503	1085076
1319	14512	1084886
1320	14525	1085063
1321	14539	1085302
1322	14560	1085989
1323	14580	1086637
1324	14599	1087283
1325	14617	1087787
1326	14643	1088837
1327	14656	1088986
1328	14675	1089575
1329	14694	1090162
1330	14706	1090220
1331	14727	1090963
1332	14744	1091364
1333	14764	1092041
1334	14779	1092282
1335	14799	1092952
1336	14818	1093499
1337	14843	1094570
1338	14873	1095954
1339	14895	1096712
1340	14912	1097128
1341	14932	1097780
1342	14945	1097892
1343	14962	1098303
1344	14982	1098991
1345	15003	1099684
1346	15029	1100754
1347	15041	1100812
1348	15067	1101879
1349	15085	1102326
1350	15099	1102579
1351	15121	1103367
1352	15146	1104301
1353	15169	1105191
1354	15187	1105648
1355	15201	1105861
1356	15219	1106300
1357	15231	1106348
1358	15261	1107747
1359	15282	1108413
1360	15301	1108974
1361	15320	1109548
1362	15347	1110662
1363	15378	1112059
1364	15396	1112533
1365	15427	1113964
1366	15453	1115010
1367	15476	1115858
1368	15503	1116979
1369	15529	1118006
1370	15545	1118318
1371	15567	1119085
1372	15582	1119336
1373	15609	1120482
1374	15634	1121420
1375	15650	1121711
1376	15673	1122543
1377	15690	1122925
1378	15718	1124141
1379	15734	1124429
1380	15748	1124617
1381	15763	1124838
1382	15770	1124532
1383	15789	1125036
1384	15807	1125499
1385	15827	1126113
1386	15840	1126246
1387	15852	1126255
1388	15859	1125948
1389	15872	1126059
1390	15883	1125966
1391	15890	1125653
1392	15901	1125606
1393	15911	1125532
1394	15922	1125493
1395	15930	1125195
1396	15942	1125255
1397	15953	1125232
1398	15961	1124967
1399	15975	1125113
1400	15986	1125083
1401	15993	1124782
1402	16006	1124861
1403	16018	1124881
1404	16026	1124618
1405	16044	1125121
1406	16058	1125271
1407	16079	1125898
1408	16102	1126724
1409	16121	1127260
1410	16135	1127448
1411	16155	1128013
1412	16171	1128294
1413	16183	1128348
1414	16201	1128810
1415	16216	1129030
1416	16236	1129627
1417	16256	1130202
1418	16274	1130635
1419	16291	1131014
1420	16305	1131176
1421	16324	1131700
1422	16349	1132600
1423	16377	1133730
1424	16391	1133880
1425	16410	1134379
1426	16421	1134334
1427	16446	1135260
1428	16466	1135820
1429	16485	1136331
1430	16501	1136670
1431	16514	1136764
1432	16529	1136982
1433	16553	1137832
1434	16577	1138625
1435	16594	1138995
1436	16608	1139153
1437	16619	1139149
1438	16628	1138897
1439	16639	1138849
1440	16646	1138561
1441	16659	1138645
1442	16672	1138722
1443	16683	1138708
1444	16690	1138387
1445	16702	1138398
1446	16709	1138088
1447	16722	1138164
1448	16733	1138108
1449	16741	1137862
1450	16752	1137817
1451	16759	1137498
1452	16773	1137608
1453	16784	1137581
1454	16810	1138565
1455	16830	1139104
1456	16842	1139140
1457	16856	1139257
1458	16869	1139360
1459	16884	1139593
1460	16898	1139720
1461	16909	1139693
1462	16917	1139428
1463	16929	1139487
1464	16941	1139507
1465	16949	1139244
1466	16961	1139223
1467	16968	1138957
1468	16981	1139021
1469	17002	1139651
1470	17027	1140512
1471	17040	1140581
1472	17056	1140868
1473	17076	1141424
1474	17094	1141840
1475	17110	1142169
1476	17130	1142659
1477	17144	1142845
1478	17169	1143705
1479	17523	1166514
1480	17540	1166838
1481	17556	1167121
1482	17569	1167177
1483	17586	1167511
1484	17602	1167749
1485	17616	1167853
1486	17632	1168133
1487	17646	1168257
1488	17664	1168654
1489	17681	1169002
1490	17698	1169318
1491	17710	1169338
1492	17727	1169655
1493	17740	1169693
1494	17757	1170054
1495	17782	1170897
1496	17795	1170956
1497	17814	1171425
1498	17828	1171537
1499	17845	1171844
1500	17862	1172144
1501	17874	1172165
1502	17891	1172466
1503	17904	1172522
1504	17921	1172884
1505	17933	1172892
1506	17950	1173220
1507	17964	1173328
1508	17980	1173575
1509	17993	1173597
1510	18010	1173968
1511	18029	1174398
1512	18045	1174653
1513	18059	1174761
1514	18076	1175106
1515	18090	1175205
1516	18110	1175753
1517	18129	1176190
1518	18149	1176662
1519	18167	1177038
1520	18185	1177426
1521	18203	1177805
1522	18220	1178154
1523	18232	1178152
1524	18251	1178598
