iter	Passed	Remaining
1525	18270	1178986
1526	18286	1179226
1527	18298	1179256
1528	18315	1179559
1529	18326	1179475
1530	18345	1179954
1531	18390	1182041
1532	18516	1189321
1533	18539	1190016
1534	18559	1190536
1535	18576	1190844
1536	18589	1190871
1537	18607	1191263
1538	18644	1192829
1539	18879	1207047
1540	18911	1208309
1541	18926	1208477
1542	18943	1208741
1543	18961	1209097
1544	18982	1209647
1545	18993	1209578
1546	19010	1209851
1547	19024	1209977
1548	19047	1210639
1549	19061	1210706
1550	19078	1210978
1551	19089	1210905
1552	19097	1210599
1553	19110	1210676
1554	19120	1210462
1555	19127	1210158
1556	19139	1210089
1557	19147	1209817
1558	19161	1209918
1559	19172	1209849
1560	19180	1209556
1561	19192	1209547
1562	19206	1209620
1563	19218	1209558
1564	19230	1209547
1565	19242	1209514
1566	19255	1209560
1567	19266	1209478
1568	19273	1209149
1569	19286	1209150
1570	19298	1209091
1571	19305	1208753
1572	19315	1208620
1573	19322	1208286
1574	19331	1208088
1575	19339	1207759
1576	19352	1207797
1577	19365	1207831
1578	19381	1208088
1579	19393	1208050
1580	19401	1207766
1581	19412	1207685
1582	19420	1207411
1583	19434	1207516
1584	19448	1207567
1585	19459	1207510
1586	19467	1207219
1587	19481	1207282
1588	19492	1207248
1589	19501	1206980
1590	19513	1206975
1591	19527	1207088
1592	19538	1207004
1593	19546	1206717
1594	19559	1206712
1595	19571	1206727
1596	19584	1206733
1597	19595	1206681
1598	19603	1206368
1599	19616	1206424
1600	19628	1206378
1601	19636	1206120
1602	19650	1206177
1603	19662	1206206
1604	19676	1206274
1605	19690	1206358
1606	19702	1206318
1607	19719	1206639
1608	19727	1206316
1609	19737	1206215
1610	19747	1206048
1611	19761	1206168
1612	19773	1206096
1613	19780	1205791
1614	19794	1205841
1615	19805	1205757
1616	19812	1205479
1617	19824	1205425
1618	19833	1205195
1619	19845	1205202
1620	19857	1205147
1621	19864	1204798
1622	19876	1204825
1623	19890	1204876
1624	19903	1204944
1625	19915	1204876
1626	19922	1204551
1627	19934	1204550
1628	19946	1204545
1629	19958	1204498
1630	19972	1204576
1631	19985	1204622
1632	20002	1204878
1633	20021	1205308
1634	20041	1205736
1635	20060	1206122
1636	20073	1206156
1637	20085	1206143
1638	20099	1206213
1639	20111	1206180
1640	20122	1206126
1641	20130	1205833
1642	20141	1205735
1643	20148	1205401
1644	20160	1205394
1645	20168	1205118
1646	20181	1205158
1647	20194	1205227
1648	20208	1205263
1649	20221	1205296
1650	20234	1205329
1651	20246	1205343
1652	20258	1205311
1653	20267	1205114
1654	20275	1204842
1655	20287	1204782
1656	20295	1204518
1657	20311	1204752
1658	20321	1204618
1659	20329	1204324
1660	20343	1204452
1661	20357	1204496
1662	20370	1204549
1663	20381	1204494
1664	20389	1204219
1665	20401	1204176
1666	20408	1203867
1667	20420	1203807
1668	20426	1203475
1669	20441	1203576
1670	20452	1203509
1671	20462	1203378
1672	20481	1203731
1673	20499	1204062
1674	20512	1204136
1675	20533	1204612
1676	20548	1204755
1677	20560	1204755
1678	20579	1205110
1679	20591	1205121
1680	20612	1205579
1681	20627	1205736
1682	20646	1206123
1683	20664	1206423
1684	20690	1207216
1685	20709	1207633
1686	20729	1208033
1687	20742	1208098
1688	20761	1208458
1689	20771	1208325
1690	20792	1208803
1691	20817	1209538
1692	20836	1209892
1693	20850	1209971
1694	20872	1210548
1695	20895	1211142
1696	20913	1211453
1697	20933	1211922
1698	20951	1212211
1699	20965	1212327
1700	20973	1212062
1701	20985	1211990
1702	20992	1211678
1703	21003	1211606
1704	21015	1211554
1705	21026	1211489
1706	21034	1211228
1707	21047	1211237
1708	21061	1211297
1709	21072	1211233
1710	21081	1211044
1711	21093	1211031
1712	21109	1211198
1713	21121	1211161
1714	21138	1211410
1715	21145	1211085
1716	21157	1211087
1717	21174	1211334
1718	21187	1211369
1719	21204	1211593
1720	21215	1211544
1721	21240	1212216
1722	21253	1212273
1723	21273	1212678
1724	21298	1213379
1725	21310	1213375
1726	21318	1213112
1727	21331	1213111
1728	21341	1212969
1729	21351	1212843
1730	21367	1213045
1731	21387	1213467
1732	21407	1213885
1733	21420	1213905
1734	21435	1214046
1735	21446	1213969
1736	21454	1213696
1737	21466	1213639
1738	21473	1213354
1739	21485	1213335
1740	21494	1213110
1741	21506	1213081
1742	21518	1213071
1743	21530	1213020
1744	21541	1212942
1745	21553	1212907
1746	21573	1213333
1747	21590	1213591
1748	21605	1213693
1749	21624	1214079
1750	21648	1214680
1751	21664	1214909
1752	21679	1215040
1753	21687	1214782
1754	21700	1214820
1755	21713	1214806
1756	21726	1214850
1757	21739	1214883
1758	21753	1214954
1759	21766	1214944
1760	21777	1214858
1761	21785	1214616
1762	21794	1214402
1763	21802	1214188
1764	21824	1214702
1765	21842	1215005
1766	21858	1215157
1767	21871	1215190
1768	21879	1214940
1769	21891	1214930
1770	21899	1214654
1771	21911	1214637
1772	21922	1214535
1773	21930	1214276
1774	21943	1214293
1775	21956	1214315
1776	21969	1214352
1777	21988	1214687
1778	22008	1215124
1779	22025	1215385
1780	22033	1215122
1781	22043	1214955
1782	22054	1214854
1783	22061	1214543
1784	22072	1214479
1785	22080	1214222
1786	22093	1214249
1787	22104	1214161
1788	22112	1213916
1789	22124	1213906
1790	22137	1213922
1791	22149	1213859
1792	22156	1213587
1793	22168	1213532
1794	22175	1213247
1795	22185	1213100
1796	22196	1213021
1797	22208	1212967
1798	22219	1212880
1799	22227	1212612
1800	22248	1213088
1801	22267	1213432
1802	22281	1213532
1803	22297	1213701
1804	22312	1213861
1805	22321	1213637
1806	22334	1213687
1807	22344	1213548
1808	22351	1213242
1809	22371	1213621
1810	22390	1213981
1811	22408	1214244
1812	22426	1214549
1813	22440	1214614
1814	22454	1214696
1815	22466	1214659
1816	22478	1214633
1817	22487	1214444
1818	22498	1214374
1819	22511	1214392
1820	22533	1214910
1821	22550	1215146
1822	22559	1214915
1823	22571	1214927
1824	22579	1214668
1825	22595	1214850
1826	22603	1214588
1827	22615	1214559
1828	22623	1214287
1829	22637	1214393
1830	22656	1214731
1831	22667	1214643
1832	22675	1214414
1833	22691	1214583
1834	22703	1214564
1835	22723	1214959
1836	22748	1215589
1837	22762	1215685
1838	22774	1215624
1839	22781	1215368
1840	22795	1215401
1841	22807	1215370
1842	22820	1215384
1843	22840	1215775
1844	22856	1215994
1845	22870	1216027
1846	22883	1216049
1847	22894	1215984
1848	22902	1215753
1849	22914	1215681
1850	22922	1215438
1851	22934	1215421
1852	22946	1215410
1853	22956	1215283
1854	22964	1215014
1855	22977	1215037
1856	22988	1214943
1857	22995	1214665
1858	23007	1214608
1859	23014	1214336
1860	23027	1214344
1861	23038	1214277
1862	23046	1214041
1863	23058	1213993
1864	23074	1214171
1865	23081	1213875
1866	23098	1214123
1867	23112	1214196
1868	23134	1214656
1869	23146	1214653
1870	23157	1214554
1871	23165	1214304
1872	23178	1214338
1873	23190	1214306
1874	23198	1214049
1875	23211	1214070
1876	23223	1214060
1877	23236	1214039
1878	23243	1213765
1879	23256	1213800
1880	23264	1213562
1881	23277	1213552
1882	23289	1213524
1883	23301	1213529
1884	23312	1213418
1885	23320	1213182
1886	23333	1213211
1887	23345	1213154
1888	23353	1212925
1889	23367	1213007
1890	23378	1212941
1891	23386	1212679
1892	23399	1212700
1893	23412	1212714
1894	23422	1212613
1895	23430	1212370
1896	23444	1212433
1897	23463	1212747
1898	23481	1213018
1899	23495	1213124
1900	23509	1213206
1901	23518	1212992
1902	23534	1213172
1903	23551	1213374
1904	23558	1213105
1905	23571	1213112
1906	23584	1213153
1907	23593	1212947
1908	23608	1213090
1909	23622	1213140
1910	23635	1213171
1911	23646	1213107
1912	23655	1212916
1913	23668	1212912
1914	23680	1212912
1915	23691	1212829
1916	23700	1212628
1917	23713	1212641
1918	23729	1212834
1919	23737	1212591
1920	23748	1212533
1921	23755	1212240
1922	23767	1212195
1923	23775	1211971
1924	23788	1211993
1925	23801	1212005
1926	23814	1212027
1927	23827	1212055
1928	23838	1211965
1929	23852	1212023
1930	23871	1212378
1931	23891	1212743
1932	23910	1213040
1933	23923	1213047
1934	23934	1212971
1935	23941	1212715
1936	23955	1212755
1937	23965	1212657
1938	23972	1212361
1939	23986	1212427
1940	23997	1212337
1941	24004	1212085
1942	24015	1211966
1943	24022	1211716
1944	24034	1211657
1945	24041	1211376
1946	24052	1211308
1947	24060	1211053
1948	24072	1211044
1949	24084	1210994
1950	24091	1210733
1951	24102	1210637
1952	24109	1210366
1953	24120	1210319
1954	24128	1210055
1955	24138	1209948
1956	24146	1209690
1957	24157	1209648
1958	24165	1209388
1959	24179	1209448
1960	24190	1209410
1961	24198	1209137
1962	24211	1209168
1963	24223	1209139
1964	24240	1209388
1965	24260	1209723
1966	24281	1210148
1967	24296	1210277
1968	24312	1210455
1969	24321	1210281
1970	24332	1210188
1971	24343	1210103
1972	24358	1210230
1973	24371	1210249
1974	24382	1210168
1975	24389	1209910
1976	24402	1209907
1977	24413	1209819
1978	24420	1209579
1979	24432	1209519
1980	24441	1209344
1981	24453	1209339
1982	24466	1209349
1983	24477	1209254
1984	24484	1209013
1985	24507	1209487
1986	24514	1209233
1987	24528	1209294
1988	24540	1209250
1989	24549	1209075
1990	24561	1209088
1991	24574	1209074
1992	24585	1209026
1993	24596	1208943
1994	24609	1208930
1995	24619	1208835
1996	24628	1208638
1997	24640	1208635
1998	24653	1208658
1999	24660	1208386
2000	24672	1208339
2001	24680	1208115
2002	24694	1208162
2003	24705	1208083
2004	24711	1207796
2005	24723	1207756
2006	24730	1207505
2007	24742	1207442
2008	24749	1207187
2009	24761	1207173
2010	24769	1206922
2011	24781	1206903
2012	24788	1206647
2013	24800	1206588
2014	24807	1206344
2015	24818	1206273
2016	24827	1206071
2017	24840	1206102
2018	24852	1206073
2019	24859	1205814
2020	24873	1205885
2021	24887	1205952
2022	24898	1205871
2023	24906	1205639
2024	24917	1205568
2025	24924	1205309
2026	24934	1205205
2027	24942	1204949
2028	24953	1204907
2029	24961	1204661
2030	24972	1204599
2031	24981	1204443
2032	25004	1204945
2033	25024	1205291
2034	25043	1205608
2035	25062	1205909
2036	25074	1205901
2037	25082	1205638
2038	25095	1205680
2039	25113	1205928
2040	25127	1205995
2041	25139	1205960
2042	25146	1205726
2043	25158	1205674
2044	25165	1205433
2045	25178	1205446
2046	25191	1205471
2047	25199	1205257
2048	25211	1205235
2049	25219	1204997
2050	25231	1204964
2051	25238	1204729
2052	25252	1204756
2053	25265	1204790
2054	25276	1204722
2055	25283	1204471
2056	25295	1204417
2057	25302	1204178
2058	25314	1204155
2059	25322	1203905
2060	25333	1203867
2061	25345	1203822
2062	25352	1203545
2063	25363	1203499
2064	25373	1203362
2065	25386	1203410
2066	25399	1203429
2067	25412	1203412
2068	25423	1203339
2069	25430	1203083
2070	25454	1203654
2071	25462	1203422
2072	25475	1203463
2073	25487	1203407
2074	25494	1203178
2075	25506	1203133
2076	25514	1202910
2077	25526	1202905
2078	25534	1202669
2079	25546	1202671
2080	25560	1202710
2081	25573	1202738
2082	25586	1202741
2083	25597	1202670
2084	25604	1202450
2085	25618	1202489
2086	25631	1202528
2087	25642	1202453
2088	25650	1202233
2089	25662	1202201
2090	25670	1202000
2091	25680	1201887
2092	25687	1201627
2093	25700	1201623
2094	25713	1201660
2095	25726	1201695
2096	25739	1201700
2097	25750	1201644
2098	25758	1201402
2099	25772	1201498
2100	25783	1201414
2101	25791	1201191
2102	25802	1201138
2103	25809	1200886
2104	25821	1200866
2105	25829	1200648
2106	25841	1200595
2107	25848	1200366
2108	25859	1200298
2109	25866	1200054
2110	25879	1200036
2111	25890	1199994
2112	25898	1199774
2113	25910	1199752
2114	25919	1199571
2115	25930	1199523
2116	25938	1199305
2117	25949	1199259
2118	25956	1198968
2119	25968	1198955
2120	25980	1198945
2121	25998	1199197
2122	26014	1199357
2123	26023	1199193
2124	26035	1199164
2125	26042	1198928
2126	26057	1199015
2127	26069	1199008
2128	26081	1198997
2129	26096	1199078
2130	26117	1199471
2131	26142	1200047
2132	26153	1200002
2133	26171	1200243
2134	26191	1200598
2135	26211	1200914
2136	26231	1201247
2137	26250	1201561
2138	26267	1201771
2139	26280	1201789
2140	26299	1202071
2141	26315	1202226
2142	26325	1202108
2143	26337	1202106
2144	26349	1202084
2145	26369	1202419
2146	26382	1202430
2147	26399	1202633
2148	26409	1202512
2149	26421	1202502
2150	26433	1202459
2151	26442	1202293
2152	26455	1202320
2153	26467	1202315
2154	26481	1202362
2155	26493	1202351
2156	26507	1202379
2157	26520	1202430
2158	26534	1202481
2159	26545	1202430
2160	26553	1202211
2161	26564	1202127
2162	26571	1201886
2163	26584	1201909
2164	26596	1201874
2165	26604	1201658
2166	26615	1201601
2167	26622	1201367
2168	26634	1201347
2169	26642	1201134
2170	26655	1201138
2171	26668	1201150
2172	26680	1201149
2173	26694	1201197
2174	26705	1201141
2175	26713	1200945
2176	26727	1200978
2177	26737	1200897
2178	26746	1200711
2179	26757	1200656
2180	26764	1200423
2181	26777	1200439
2182	26790	1200456
2183	26803	1200452
2184	26813	1200362
2185	26821	1200133
2186	26834	1200174
2187	26845	1200117
2188	26854	1199921
2189	26865	1199878
2190	26872	1199624
2191	26885	1199648
2192	26893	1199457
2193	26905	1199431
2194	26911	1199109
2195	26921	1199034
2196	26929	1198805
2197	26939	1198679
2198	26946	1198442
2199	26959	1198458
2200	26972	1198471
2201	26984	1198481
2202	26995	1198417
2203	27005	1198267
2204	27018	1198316
2205	27031	1198348
2206	27044	1198364
2207	27057	1198393
2208	27071	1198423
2209	27089	1198672
2210	27096	1198438
2211	27109	1198465
2212	27120	1198381
2213	27127	1198146
2214	27139	1198110
2215	27146	1197871
2216	27159	1197890
2217	27172	1197905
2218	27185	1197935
2219	27196	1197865
2220	27203	1197638
2221	27216	1197635
2222	27227	1197582
2223	27235	1197398
2224	27248	1197394
2225	27259	1197348
2226	27266	1197104
2227	27277	1197023
2228	27284	1196790
2229	27295	1196720
2230	27303	1196507
2231	27319	1196687
2232	27327	1196463
2233	27340	1196489
2234	27352	1196458
2235	27360	1196290
2236	27372	1196250
2237	27379	1196015
2238	27392	1196047
2239	27403	1195979
2240	27411	1195758
2241	27421	1195656
2242	27429	1195450
2243	27440	1195395
2244	27448	1195185
2245	27458	1195114
2246	27467	1194946
2247	27478	1194871
2248	27486	1194669
2249	27499	1194693
2250	27513	1194750
2251	27526	1194796
2252	27537	1194708
2253	27544	1194502
2254	27557	1194522
2255	27571	1194569
2256	27582	1194500
2257	27592	1194375
2258	27602	1194278
2259	27609	1194056
2260	27620	1193994
2261	27629	1193854
2262	27641	1193803
2263	27648	1193591
2264	27660	1193553
2265	27668	1193369
2266	27681	1193386
2267	27693	1193378
2268	27701	1193172
2269	27712	1193106
2270	27721	1192932
2271	27734	1192962
2272	27746	1192940
2273	27759	1192954
2274	27766	1192738
2275	27784	1192974
2276	27798	1193046
2277	27817	1193337
2278	27833	1193460
2279	27841	1193258
2280	27854	1193314
2281	27867	1193324
2282	27881	1193363
2283	27893	1193356
2284	27906	1193403
2285	27919	1193408
2286	27931	1193393
2287	27943	1193363
2288	27956	1193402
2289	27970	1193464
2290	27981	1193380
2291	27988	1193160
2292	27998	1193024
2293	28006	1192859
2294	28021	1192971
2295	28033	1192919
2296	28042	1192773
2297	28054	1192762
2298	28064	1192655
2299	28076	1192649
2300	28088	1192606
2301	28095	1192374
2302	28105	1192291
2303	28112	1192067
2304	28126	1192123
2305	28141	1192235
2306	28152	1192166
2307	28162	1192041
2308	28173	1192005
2309	28181	1191786
2310	28192	1191743
2311	28200	1191542
2312	28213	1191556
2313	28224	1191493
2314	28231	1191279
2315	28243	1191240
2316	28257	1191325
2317	28271	1191396
2318	28284	1191382
2319	28291	1191166
2320	28303	1191132
2321	28311	1190979
2322	28324	1190995
2323	28336	1190945
2324	28343	1190726
2325	28354	1190681
2326	28362	1190502
2327	28374	1190445
2328	28381	1190234
2329	28395	1190285
2330	28408	1190313
2331	28420	1190289
2332	28428	1190113
2333	28442	1190165
2334	28453	1190108
2335	28460	1189867
2336	28470	1189762
2337	28477	1189537
2338	28491	1189627
2339	28506	1189726
2340	28518	1189692
2341	28525	1189488
2342	28537	1189472
2343	28545	1189262
2344	28557	1189226
2345	28565	1189043
2346	28578	1189074
2347	28591	1189102
2348	28602	1189050
2349	28610	1188863
2350	28624	1188910
2351	28637	1188926
2352	28649	1188931
2353	28662	1188945
2354	28675	1188986
2355	28687	1188950
2356	28695	1188753
2357	28709	1188811
2358	28719	1188713
2359	28727	1188544
2360	28740	1188543
2361	28752	1188525
2362	28763	1188465
2363	28770	1188273
2364	28780	1188167
2365	28788	1187978
2366	28799	1187909
2367	28808	1187767
2368	28820	1187764
2369	28833	1187751
2370	28845	1187762
2371	28856	1187682
2372	28864	1187500
2373	28877	1187525
2374	28888	1187460
2375	28896	1187302
2376	28909	1187298
2377	28920	1187246
2378	28926	1186989
2379	28938	1186978
2380	28952	1187027
2381	28965	1187041
2382	28977	1187021
2383	28990	1187048
2384	29004	1187105
2385	29017	1187127
2386	29030	1187167
2387	29043	1187195
2388	29054	1187118
2389	29061	1186919
2390	29073	1186871
2391	29081	1186705
2392	29093	1186689
2393	29108	1186800
2394	29120	1186767
2395	29128	1186572
2396	29141	1186602
2397	29151	1186494
2398	29159	1186309
2399	29172	1186360
2400	29183	1186302
2401	29191	1186110
2402	29208	1186289
2403	29219	1186234
2404	29226	1186003
2405	29239	1186038
2406	29251	1186000
2407	29259	1185832
2408	29272	1185841
2409	29284	1185843
2410	29292	1185645
2411	29304	1185651
2412	29318	1185707
2413	29329	1185656
2414	29337	1185478
2415	29350	1185478
2416	29361	1185424
2417	29369	1185259
2418	29380	1185188
2419	29388	1185020
2420	29401	1185041
2421	29413	1185021
2422	29425	1184987
2423	29435	1184894
2424	29443	1184732
2425	29456	1184744
2426	29468	1184712
2427	29476	1184534
2428	29489	1184560
2429	29500	1184515
2430	29509	1184355
2431	29520	1184312
2432	29527	1184106
2433	29541	1184157
2434	29553	1184132
2435	29560	1183940
2436	29576	1184055
2437	29584	1183907
2438	29595	1183843
2439	29604	1183681
2440	29616	1183682
2441	29628	1183655
2442	29636	1183468
2443	29648	1183480
2444	29661	1183479
2445	29674	1183511
2446	29686	1183481
2447	29693	1183262
2448	29711	1183505
2449	29724	1183532
2450	29738	1183571
2451	29749	1183515
2452	29756	1183321
2453	29768	1183289
2454	29776	1183103
2455	29789	1183126
2456	29800	1183090
2457	29808	1182916
2458	29821	1182926
2459	29832	1182866
2460	29841	1182730
2461	29852	1182669
2462	29859	1182478
2463	29874	1182580
2464	29885	1182520
2465	29892	1182301
2466	29903	1182254
2467	29913	1182148
2468	29924	1182073
2469	29932	1181897
2470	29944	1181897
2471	29958	1181973
2472	29970	1181935
2473	29979	1181790
2474	29990	1181729
2475	29997	1181538
2476	30009	1181512
2477	30022	1181522
2478	30034	1181526
2479	30047	1181538
2480	30059	1181511
2481	30072	1181562
2482	30085	1181556
2483	30095	1181482
2484	30102	1181280
2485	30114	1181239
2486	30121	1181041
2487	30134	1181041
2488	30153	1181309
2489	30163	1181236
2490	30171	1181063
2491	30183	1181040
2492	30190	1180838
2493	30202	1180803
2494	30209	1180599
2495	30220	1180540
2496	30227	1180330
2497	30241	1180387
2498	30254	1180408
2499	30265	1180358
2500	30273	1180170
2501	30286	1180217
2502	30298	1180202
2503	30310	1180174
2504	30319	1180021
2505	30330	1179985
2506	30334	1179665
2507	30342	1179478
2508	30355	1179494
2509	30367	1179474
2510	30377	1179406
2511	30385	1179211
2512	30396	1179159
2513	30404	1179012
2514	30416	1179003
2515	30424	1178832
2516	30433	1178677
2517	30443	1178586
2518	30452	1178443
2519	30464	1178425
2520	30471	1178221
2521	30484	1178255
2522	30495	1178216
2523	30503	1178016
2524	30516	1178044
2525	30529	1178088
2526	30539	1177994
2527	30546	1177782
2528	30559	1177789
2529	30571	1177803
2530	30582	1177751
2531	30590	1177569
2532	30603	1177600
2533	30617	1177648
2534	30628	1177598
2535	30635	1177401
2536	30647	1177383
2537	30655	1177220
2538	30669	1177248
2539	30680	1177194
2540	30687	1176994
2541	30700	1177046
2542	30711	1176981
2543	30719	1176802
2544	30731	1176805
2545	30744	1176820
2546	30757	1176824
2547	30769	1176828
2548	30783	1176867
2549	30794	1176836
2550	30801	1176614
2551	30814	1176656
2552	30825	1176590
2553	30832	1176399
2554	30843	1176326
2555	30851	1176155
2556	30862	1176115
2557	30870	1175950
2558	30883	1175963
2559	30895	1175978
2560	30909	1176039
2561	30922	1176053
2562	30935	1176063
2563	30945	1175993
2564	30953	1175811
2565	30964	1175769
2566	30973	1175633
2567	30986	1175654
2568	30999	1175664
2569	31011	1175669
2570	31022	1175592
2571	31030	1175430
2572	31041	1175386
2573	31049	1175221
2574	31061	1175204
2575	31068	1175018
2576	31085	1175183
2577	31094	1175054
2578	31108	1175100
2579	31123	1175200
2580	31134	1175169
2581	31142	1174982
2582	31153	1174960
2583	31161	1174788
2584	31172	1174741
2585	31180	1174549
2586	31193	1174572
2587	31206	1174604
2588	31218	1174604
2589	31229	1174547
2590	31236	1174351
2591	31251	1174430
2592	31262	1174387
2593	31270	1174238
2594	31281	1174189
2595	31290	1174026
2596	31303	1174051
2597	31317	1174129
2598	31329	1174113
2599	31342	1174155
2600	31355	1174172
2601	31367	1174139
2602	31376	1174011
2603	31388	1174019
2604	31402	1174050
2605	31412	1173984
2606	31420	1173811
2607	31428	1173655
2608	31436	1173480
2609	31448	1173469
2610	31459	1173426
2611	31467	1173262
2612	31481	1173331
2613	31494	1173356
2614	31507	1173359
2615	31520	1173407
2616	31531	1173352
2617	31538	1173154
2618	31556	1173340
2619	31574	1173577
2620	31590	1173702
2621	31598	1173517
2622	31611	1173537
2623	31624	1173590
2624	31636	1173549
2625	31644	1173392
2626	31654	1173331
2627	31662	1173136
2628	31673	1173088
2629	31680	1172909
2630	31689	1172770
2631	31696	1172573
2632	31707	1172542
2633	31715	1172377
2634	31727	1172350
2635	31734	1172151
2636	31746	1172150
2637	31759	1172177
2638	31768	1172058
2639	31776	1171866
2640	31786	1171809
2641	31794	1171635
2642	31807	1171645
2643	31820	1171670
2644	31833	1171707
2645	31848	1171797
2646	31861	1171817
2647	31871	1171733
2648	31881	1171664
2649	31889	1171499
2650	31902	1171513
2651	31916	1171554
2652	31927	1171532
2653	31935	1171347
2654	31947	1171339
2655	31960	1171373
2656	31974	1171432
2657	31985	1171388
2658	31992	1171190
2659	32005	1171207
2660	32024	1171468
2661	32038	1171497
2662	32051	1171542
2663	32065	1171600
2664	32075	1171521
2665	32084	1171391
2666	32099	1171464
2667	32107	1171327
2668	32114	1171138
2669	32127	1171156
2670	32138	1171112
2671	32148	1171003
2672	32160	1171014
2673	32169	1170861
2674	32175	1170663
2675	32188	1170662
2676	32196	1170517
2677	32209	1170524
2678	32218	1170421
2679	32225	1170233
2680	32237	1170210
2681	32244	1170025
2682	32257	1170041
2683	32267	1169943
2684	32275	1169802
2685	32289	1169833
2686	32302	1169864
2687	32313	1169807
2688	32321	1169659
2689	32333	1169638
2690	32341	1169487
2691	32354	1169511
2692	32364	1169431
2693	32372	1169263
2694	32385	1169294
2695	32397	1169305
2696	32410	1169313
2697	32421	1169261
2698	32428	1169087
2699	32441	1169107
2700	32455	1169151
2701	32468	1169176
2702	32482	1169222
2703	32493	1169177
2704	32499	1168973
2705	32510	1168927
2706	32519	1168775
2707	32530	1168732
2708	32537	1168549
2709	32550	1168572
2710	32561	1168510
2711	32569	1168360
2712	32582	1168407
2713	32596	1168470
2714	32609	1168464
2715	32620	1168413
2716	32628	1168267
2717	32639	1168233
2718	32647	1168087
2719	32656	1167951
2720	32664	1167808
2721	32677	1167829
2722	32689	1167814
2723	32702	1167834
2724	32715	1167836
2725	32727	1167841
2726	32740	1167869
2727	32750	1167770
2728	32757	1167607
2729	32771	1167658
2730	32780	1167531
2731	32787	1167324
2732	32801	1167396
2733	32808	1167208
2734	32821	1167237
2735	32833	1167218
2736	32844	1167174
2737	32852	1167020
2738	32865	1167028
2739	32875	1166976
2740	32883	1166809
2741	32896	1166845
2742	32908	1166809
2743	32916	1166658
2744	32929	1166702
2745	32941	1166665
2746	32948	1166489
2747	32966	1166702
2748	32979	1166699
2749	32992	1166720
2750	33004	1166709
2751	33012	1166561
2752	33024	1166545
2753	33031	1166362
2754	33044	1166398
2755	33055	1166354
2756	33063	1166192
2757	33075	1166175
2758	33083	1166041
2759	33097	1166100
2760	33110	1166121
2761	33122	1166113
2762	33135	1166137
2763	33146	1166063
2764	33154	1165908
2765	33163	1165819
2766	33172	1165677
2767	33184	1165679
2768	33196	1165681
2769	33209	1165698
2770	33222	1165716
2771	33233	1165663
2772	33247	1165731
2773	33266	1165974
2774	33281	1166069
2775	33292	1166014
2776	33301	1165886
2777	33314	1165911
2778	33325	1165881
2779	33334	1165752
2780	33346	1165741
2781	33354	1165593
2782	33366	1165574
2783	33374	1165422
2784	33387	1165441
2785	33398	1165413
2786	33406	1165253
2787	33419	1165273
2788	33430	1165209
2789	33437	1165039
2790	33446	1164930
2791	33455	1164820
2792	33468	1164840
2793	33480	1164814
2794	33488	1164659
2795	33501	1164708
2796	33512	1164638
2797	33520	1164485
2798	33532	1164500
2799	33545	1164523
2800	33558	1164535
2801	33571	1164558
2802	33582	1164494
2803	33590	1164344
2804	33603	1164369
2805	33612	1164263
2806	33619	1164079
2807	33630	1164040
2808	33637	1163856
2809	33648	1163823
2810	33656	1163646
2811	33669	1163675
2812	33681	1163667
2813	33694	1163678
2814	33705	1163633
2815	33712	1163472
2816	33726	1163512
2817	33735	1163405
2818	33742	1163240
2819	33754	1163225
2820	33760	1163001
2821	33772	1163001
2822	33780	1162825
2823	33792	1162822
2824	33799	1162652
2825	33812	1162682
2826	33823	1162629
2827	33831	1162468
2828	33843	1162471
2829	33855	1162439
2830	33865	1162379
2831	33873	1162212
2832	33884	1162174
2833	33892	1162022
2834	33905	1162055
2835	33922	1162232
2836	33933	1162184
2837	33940	1161999
2838	33954	1162037
2839	33966	1162050
2840	33977	1161979
2841	33985	1161835
2842	33996	1161806
2843	34004	1161667
2844	34019	1161738
2845	34032	1161783
2846	34044	1161742
2847	34052	1161609
2848	34064	1161586
2849	34072	1161443
2850	34084	1161445
2851	34097	1161454
2852	34107	1161403
2853	34116	1161269
2854	34128	1161255
2855	34139	1161227
2856	34147	1161062
2857	34160	1161082
2858	34171	1161049
2859	34179	1160893
2860	34189	1160838
2861	34197	1160688
2862	34210	1160707
2863	34223	1160723
2864	34234	1160688
2865	34242	1160548
2866	34254	1160533
2867	34268	1160600
2868	34279	1160557
2869	34287	1160383
2870	34298	1160349
2871	34306	1160195
2872	34318	1160212
2873	34331	1160223
2874	34344	1160232
2875	34354	1160184
2876	34362	1160013
2877	34373	1159977
2878	34380	1159806
2879	34394	1159850
2880	34406	1159858
2881	34419	1159862
2882	34427	1159713
2883	34440	1159749
2884	34451	1159710
2885	34459	1159570
2886	34470	1159529
2887	34479	1159422
2888	34490	1159371
2889	34498	1159220
2890	34510	1159203
2891	34517	1159030
2892	34529	1159029
2893	34537	1158890
2894	34551	1158947
2895	34565	1158987
2896	34576	1158951
2897	34584	1158806
2898	34595	1158755
2899	34603	1158613
2900	34614	1158584
2901	34622	1158430
2902	34634	1158410
2903	34641	1158263
2904	34655	1158289
2905	34668	1158328
2906	34679	1158291
2907	34686	1158104
2908	34699	1158117
2909	34706	1157955
2910	34719	1157970
2911	34732	1158007
2912	34744	1158007
2913	34758	1158058
2914	34770	1158035
2915	34777	1157871
2916	34790	1157886
2917	34802	1157877
2918	34814	1157870
2919	34837	1158240
2920	34850	1158254
2921	34860	1158189
2922	34869	1158050
