iter	RMSE
820	2.770095035
821	2.76757772
822	2.764820066
823	2.762264045
824	2.759684172
825	2.75706579
826	2.754764131
827	2.752346316
828	2.750180123
829	2.747564372
830	2.745043672
831	2.742546974
832	2.739675007
833	2.737329101
834	2.73478671
835	2.732213229
836	2.729688803
837	2.72720964
838	2.725264494
839	2.723176497
840	2.72081558
841	2.718377424
842	2.716279747
843	2.713586313
844	2.711173296
845	2.708368107
846	2.705985072
847	2.703492802
848	2.701116018
849	2.698772966
850	2.696273942
851	2.694116749
852	2.69178067
853	2.689467691
854	2.687279741
855	2.684974518
856	2.682715148
857	2.680268184
858	2.677945384
859	2.675712396
860	2.673486986
861	2.671301439
862	2.669083798
863	2.666632106
864	2.664310133
865	2.662156166
866	2.659609257
867	2.657470634
868	2.655182142
869	2.65318557
870	2.650860117
871	2.648788588
872	2.646523886
873	2.644248891
874	2.642154025
875	2.640022314
876	2.637900179
877	2.635964054
878	2.63363931
879	2.631662628
880	2.629650174
881	2.627656071
882	2.625289471
883	2.623318472
884	2.621180781
885	2.619286256
886	2.617550256
887	2.615356166
888	2.613191687
889	2.611192012
890	2.609374299
891	2.60768617
892	2.605745011
893	2.603872352
894	2.601709748
895	2.59965578
896	2.597827466
897	2.596348275
898	2.594465644
899	2.592590574
900	2.590562014
901	2.588504776
902	2.586615037
903	2.584533812
904	2.582546654
905	2.580456466
906	2.578641416
907	2.577047266
908	2.575292304
909	2.573388835
910	2.571440683
911	2.569716925
912	2.567709653
913	2.565920705
914	2.564229831
915	2.56242287
916	2.560514292
917	2.558707205
918	2.556853394
919	2.555163935
920	2.553484937
921	2.551796614
922	2.550097673
923	2.548394199
924	2.546759479
925	2.544973521
926	2.54265547
927	2.540869214
928	2.539207834
929	2.537977957
930	2.536377861
931	2.534903698
932	2.533550963
933	2.53184201
934	2.53041101
935	2.528733736
936	2.527085932
937	2.525576494
938	2.523821702
939	2.522264698
940	2.520615845
941	2.519132479
942	2.517602356
943	2.515991612
944	2.514336523
945	2.512777903
946	2.511119975
947	2.509793394
948	2.508358178
949	2.507200026
950	2.505626116
951	2.504250256
952	2.502604783
953	2.50074713
954	2.4991159
955	2.497632622
956	2.495802317
957	2.494525243
958	2.493298241
959	2.491807495
960	2.490341572
961	2.488853014
962	2.487392953
963	2.485958917
964	2.484658675
965	2.483162008
966	2.481701705
967	2.480225142
968	2.478913818
969	2.477645837
970	2.476223421
971	2.474885409
972	2.473402008
973	2.472062483
974	2.470606693
975	2.469622636
976	2.468240601
977	2.466939482
978	2.46563977
979	2.464334367
980	2.462931445
981	2.461599825
982	2.460360469
983	2.458990557
984	2.457667129
985	2.456574401
986	2.455304238
987	2.454066431
988	2.452815497
989	2.451388321
990	2.450175478
991	2.448894493
992	2.447679591
993	2.446490144
994	2.445316718
995	2.443966991
996	2.442753043
997	2.441508858
998	2.440304562
999	2.438948448
1000	2.437478859
1001	2.435846746
1002	2.434258326
1003	2.433117548
1004	2.431912213
1005	2.430692014
1006	2.429453394
1007	2.428311025
1008	2.427191864
1009	2.425975828
1010	2.42476378
1011	2.42380872
1012	2.422628196
1013	2.421500771
1014	2.420281467
1015	2.419253569
1016	2.418119109
1017	2.416845621
1018	2.415687118
1019	2.414515855
1020	2.413217861
1021	2.412140971
1022	2.411064625
1023	2.409889043
1024	2.408685053
1025	2.407627438
1026	2.406563959
1027	2.405525077
1028	2.404503306
1029	2.403244734
1030	2.402095807
1031	2.401169626
1032	2.40031745
1033	2.399358204
1034	2.398377005
1035	2.3973289
1036	2.396260904
1037	2.395130152
1038	2.393918979
1039	2.392900968
1040	2.391846152
1041	2.390696333
1042	2.389862862
1043	2.388917925
1044	2.387845357
1045	2.386733043
1046	2.385620385
1047	2.384665919
1048	2.38392942
1049	2.382849975
1050	2.381669016
1051	2.38056093
1052	2.379631517
1053	2.378855213
1054	2.377940187
1055	2.377151831
1056	2.376383297
1057	2.375493054
1058	2.374369371
1059	2.373491277
1060	2.372501039
1061	2.371552648
1062	2.370800077
1063	2.369824854
1064	2.36909947
1065	2.368062004
1066	2.367210983
1067	2.366363366
1068	2.365501783
1069	2.364383466
1070	2.363184642
1071	2.362529112
1072	2.36168678
1073	2.361002191
1074	2.359826713
1075	2.358963607
1076	2.358007875
1077	2.357057487
1078	2.356255628
1079	2.35533289
1080	2.354424219
1081	2.353498768
1082	2.352510172
1083	2.351671464
1084	2.350662692
1085	2.349768983
1086	2.348936381
1087	2.347993588
1088	2.347109866
1089	2.34634073
1090	2.345482282
1091	2.344706605
1092	2.343916062
1093	2.343039281
1094	2.341971749
1095	2.341163934
1096	2.340419355
1097	2.339685118
1098	2.33893849
1099	2.338120166
1100	2.337093019
1101	2.336398387
1102	2.335392054
1103	2.334680677
1104	2.333941381
1105	2.333107963
1106	2.332305326
1107	2.331507156
1108	2.3305545
1109	2.329713281
1110	2.328975193
1111	2.328332109
1112	2.327453324
1113	2.326674611
1114	2.325994754
1115	2.325252941
1116	2.324212968
1117	2.323526756
1118	2.32274689
1119	2.322078086
1120	2.321141954
1121	2.320401146
1122	2.319657358
1123	2.318859715
1124	2.318227234
1125	2.31755342
1126	2.316739872
1127	2.3160805
1128	2.31537871
1129	2.314620145
1130	2.313971311
1131	2.313333537
1132	2.3125245
1133	2.311898784
1134	2.310958199
1135	2.310266027
1136	2.309630719
1137	2.309006234
1138	2.308304902
1139	2.307763291
1140	2.307140984
1141	2.306515793
1142	2.305938326
1143	2.30531409
1144	2.304588156
1145	2.303880713
1146	2.303318763
1147	2.302716293
1148	2.301979502
1149	2.301293241
1150	2.30062929
1151	2.300051001
1152	2.299318464
1153	2.298509558
1154	2.297698581
1155	2.297200773
1156	2.296682312
1157	2.295948595
1158	2.295147667
1159	2.294411407
1160	2.293777888
1161	2.293054291
1162	2.292406226
1163	2.291745905
1164	2.291089827
1165	2.290550307
1166	2.289995153
1167	2.289110818
1168	2.288484913
1169	2.287911044
1170	2.287288799
1171	2.286620014
1172	2.286083942
1173	2.28538539
1174	2.284619723
1175	2.283990311
1176	2.283244163
1177	2.282596626
1178	2.281820848
1179	2.281187151
1180	2.280620994
1181	2.280187231
1182	2.279514828
1183	2.278981833
1184	2.278362249
1185	2.27781773
1186	2.277249124
1187	2.276747427
1188	2.276211282
1189	2.275629942
1190	2.274970776
1191	2.27431889
1192	2.273836485
1193	2.273201539
1194	2.272737555
1195	2.272113285
1196	2.271580992
1197	2.270907197
1198	2.270353788
1199	2.269614919
1200	2.269024494
1201	2.268519968
1202	2.267814963
1203	2.267280512
1204	2.266801524
1205	2.266352785
1206	2.265750832
1207	2.265165368
1208	2.264690978
1209	2.264175534
1210	2.263717054
1211	2.263258209
1212	2.262765415
1213	2.262170966
1214	2.261439816
1215	2.261034116
1216	2.260502517
1217	2.260005336
1218	2.259528921
1219	2.259112809
1220	2.25858934
1221	2.258285428
1222	2.257736574
1223	2.257210271
1224	2.2567022
1225	2.256224129
1226	2.255795428
1227	2.25536235
1228	2.254775935
1229	2.254064092
1230	2.253566227
1231	2.253055681
1232	2.252687712
1233	2.252233309
1234	2.251727967
1235	2.251265011
1236	2.250464012
1237	2.249992639
1238	2.249499624
1239	2.24902569
1240	2.248353513
1241	2.247889893
1242	2.247426601
1243	2.247079692
1244	2.246469909
1245	2.246040041
1246	2.245572787
1247	2.24512028
1248	2.244708116
1249	2.244297986
1250	2.243725281
1251	2.243231265
1252	2.242725924
1253	2.242186573
1254	2.241713683
1255	2.241332958
1256	2.2409748
1257	2.240773045
1258	2.240207569
1259	2.239820742
1260	2.239358224
1261	2.238867255
1262	2.238441945
1263	2.238028056
1264	2.237728611
1265	2.237321108
1266	2.236592813
1267	2.236205309
1268	2.235777705
1269	2.235246489
1270	2.234736226
1271	2.234336752
1272	2.233827822
1273	2.233492393
1274	2.233104381
1275	2.232502161
1276	2.232022937
1277	2.231512433
1278	2.231073749
1279	2.23074978
1280	2.230277456
1281	2.229783885
1282	2.229363746
1283	2.228945055
1284	2.228503304
1285	2.228064811
1286	2.227556071
1287	2.227168295
1288	2.226787943
1289	2.226381028
1290	2.22588644
1291	2.225464817
1292	2.225175809
1293	2.224757191
1294	2.224381436
1295	2.223935974
1296	2.223515964
1297	2.223079662
1298	2.222636684
1299	2.222316794
1300	2.222020352
1301	2.221555612
1302	2.221100134
1303	2.220746355
1304	2.220403016
1305	2.219975073
1306	2.219551107
1307	2.218944608
1308	2.218542958
1309	2.218224629
1310	2.217692989
1311	2.217307029
1312	2.216925945
1313	2.216549967
1314	2.216229685
1315	2.215883378
1316	2.215501989
1317	2.215242347
1318	2.214741222
1319	2.214151876
1320	2.213535319
1321	2.213073579
1322	2.212751127
1323	2.21239399
1324	2.212044306
1325	2.21165178
1326	2.211235932
1327	2.21056297
1328	2.210251822
1329	2.209781483
1330	2.209501454
1331	2.2091655
1332	2.208915539
1333	2.208672598
1334	2.208294192
1335	2.208039335
1336	2.207738542
1337	2.207409251
1338	2.206883543
1339	2.20657414
1340	2.206230415
1341	2.205936678
1342	2.205459215
1343	2.204957416
1344	2.204650234
1345	2.204141072
1346	2.203798524
1347	2.203540555
1348	2.203210261
1349	2.202899125
1350	2.202619749
1351	2.201978618
1352	2.201740063
1353	2.201415144
1354	2.201060582
1355	2.200746238
1356	2.200401971
1357	2.199978309
1358	2.199499794
1359	2.19904607
1360	2.198684288
1361	2.198214284
1362	2.197899866
1363	2.197624867
1364	2.197353733
1365	2.197025264
1366	2.196701656
1367	2.196415568
1368	2.19624571
1369	2.195929553
1370	2.195650643
1371	2.195416963
1372	2.19515696
1373	2.194934785
1374	2.194717563
1375	2.194437184
1376	2.194097304
1377	2.193816792
1378	2.193596301
1379	2.193356468
1380	2.192950463
1381	2.192687889
1382	2.192423766
1383	2.192201807
1384	2.191654606
1385	2.191445459
1386	2.191231207
1387	2.19099729
1388	2.190607255
1389	2.190291193
1390	2.189953014
1391	2.189757319
1392	2.189439515
1393	2.1891338
1394	2.188873436
1395	2.188511109
1396	2.188311737
1397	2.188054987
1398	2.187821628
1399	2.1874688
1400	2.187300954
1401	2.187071413
1402	2.186838781
1403	2.186417387
1404	2.186190213
1405	2.185856873
1406	2.185671398
1407	2.18538459
1408	2.185129201
1409	2.184853217
1410	2.18466712
1411	2.184444229
1412	2.184143754
1413	2.183781688
1414	2.183566104
1415	2.183300933
1416	2.183045531
1417	2.182385287
1418	2.182135737
1419	2.181876496
1420	2.181515718
1421	2.181206975
1422	2.181025401
1423	2.180815523
1424	2.180429346
1425	2.180121602
1426	2.179885258
1427	2.179656847
1428	2.179361713
1429	2.179127412
1430	2.178966004
1431	2.178817234
1432	2.178346691
1433	2.178136273
1434	2.177902503
1435	2.177647451
1436	2.177443063
1437	2.177185934
1438	2.176913475
1439	2.176713001
1440	2.176142633
1441	2.175833124
1442	2.175642994
1443	2.17524492
1444	2.175061357
1445	2.174636281
1446	2.174306598
1447	2.174146303
1448	2.173993467
1449	2.173427384
1450	2.173178289
1451	2.172986772
1452	2.172654895
1453	2.172451052
1454	2.172295779
1455	2.17217893
1456	2.171950913
1457	2.171658106
1458	2.171419589
1459	2.171051441
1460	2.170880085
1461	2.170679126
1462	2.170426983
1463	2.170264727
1464	2.170070506
1465	2.169864413
1466	2.169645162
1467	2.169141847
1468	2.168937741
1469	2.168518035
1470	2.168256599
1471	2.16806636
1472	2.167884551
1473	2.167534257
1474	2.167282599
1475	2.167125122
1476	2.166824055
1477	2.166562879
1478	2.166278446
1479	2.166148715
1480	2.165936386
1481	2.165653368
1482	2.16541028
1483	2.165216001
1484	2.165027435
1485	2.164720061
1486	2.164229631
1487	2.164034683
1488	2.163692913
1489	2.16346435
1490	2.163120182
1491	2.162841616
1492	2.162601365
1493	2.162410583
1494	2.16208963
1495	2.161962403
1496	2.161819662
1497	2.161548684
1498	2.161304198
1499	2.161135808
1500	2.160803879
1501	2.160621762
1502	2.160429321
1503	2.160239354
1504	2.159956367
1505	2.159654042
1506	2.15949019
1507	2.159297477
1508	2.159175531
1509	2.15897646
1510	2.158577648
1511	2.157917176
1512	2.157798266
1513	2.157552546
1514	2.157164646
1515	2.156558873
1516	2.156424431
1517	2.156248399
1518	2.156128844
1519	2.156014606
1520	2.155812933
1521	2.155411978
1522	2.155230972
1523	2.1550786
1524	2.154775598
1525	2.154577294
1526	2.154360644
1527	2.154052542
1528	2.153916182
1529	2.153729207
1530	2.153442753
1531	2.152994292
1532	2.152841803
1533	2.152639607
1534	2.15252257
1535	2.152335072
1536	2.152133977
1537	2.151750364
1538	2.151183817
1539	2.151018282
1540	2.150862021
1541	2.150444492
1542	2.150254162
1543	2.149976884
1544	2.14976113
1545	2.149546899
1546	2.149362819
1547	2.14916448
1548	2.148927675
1549	2.148824255
1550	2.148686663
1551	2.148496573
1552	2.148294856
1553	2.147978419
1554	2.147855878
1555	2.147649481
1556	2.14747548
1557	2.147174458
1558	2.147021938
1559	2.146842257
1560	2.146556016
1561	2.146081317
1562	2.145972149
1563	2.145678011
1564	2.145431265
1565	2.145296177
1566	2.145125459
1567	2.14494391
1568	2.144811109
1569	2.144552579
1570	2.144417837
1571	2.144288466
1572	2.144136281
1573	2.143882778
1574	2.143840673
1575	2.143596865
1576	2.143403672
1577	2.143258918
1578	2.143056675
1579	2.142870266
1580	2.142549275
1581	2.142381632
1582	2.142274391
1583	2.142157667
1584	2.141997678
1585	2.141933487
1586	2.141829759
1587	2.141639941
1588	2.141433046
1589	2.141277764
1590	2.141079132
1591	2.140993523
1592	2.140714466
1593	2.140291427
1594	2.140116849
1595	2.140023211
1596	2.139930426
1597	2.139776403
1598	2.139641379
1599	2.1392652
1600	2.139171223
1601	2.139061678
1602	2.138649295
1603	2.138527482
1604	2.13818588
1605	2.137941126
1606	2.137685836
1607	2.13750257
1608	2.137351446
1609	2.13717219
1610	2.13701622
1611	2.136814249
1612	2.136718847
1613	2.136597338
1614	2.136492645
1615	2.136308081
1616	2.136237317
1617	2.135989979
1618	2.135657489
1619	2.135574974
1620	2.135214957
1621	2.135116955
1622	2.135005329
1623	2.134750062
1624	2.134642727
1625	2.134552491
1626	2.134352706
1627	2.134228292
1628	2.134123549
1629	2.133977735
1630	2.133889688
1631	2.133446556
1632	2.13325471
1633	2.133086189
1634	2.132991211
1635	2.132728449
1636	2.13246286
1637	2.132317548
1638	2.132173012
1639	2.132090248
1640	2.131960438
1641	2.131857332
1642	2.131583171
1643	2.131457875
1644	2.131314884
1645	2.131221064
1646	2.131119207
1647	2.13088307
1648	2.130533295
1649	2.130332744
1650	2.130187756
1651	2.129950442
1652	2.129749135
1653	2.129650933
1654	2.129504901
1655	2.129178383
1656	2.128971901
1657	2.128875298
1658	2.128737945
1659	2.128607128
1660	2.128473596
1661	2.128340823
1662	2.128250646
1663	2.12792321
1664	2.12768704
